Incident_Zip,Complaint_Type,count
11229.0,Urinating in Public,6
11229.0,Vacant Lot,67
11229.0,Vending,39
11229.0,Violation of Park Rules,18
11229.0,WATER LEAK,727
11229.0,Water Conservation,127
11229.0,Water Quality,51
11229.0,Water System,2064
11229.0,X-Ray Machine/Equipment,1
11230.0,APPLIANCE,338
11230.0,Abandoned Vehicle,228
11230.0,Adopt-A-Basket,4
11230.0,Air Quality,231
11230.0,Animal Abuse,155
11230.0,Animal in a Park,7
11230.0,Animal-Abuse,32
11230.0,Asbestos,43
11230.0,BEST/Site Safety,99
11230.0,Bike Rack Condition,5
11230.0,Bike/Roller/Skate Chronic,5
11230.0,Blocked Driveway,6874
11230.0,Boilers,38
11230.0,Borough Office,78
11230.0,Broken Muni Meter,452
11230.0,Broken Parking Meter,289
11230.0,Building Marshals office,35
11230.0,Building/Use,619
11230.0,Bus Stop Shelter Complaint,37
11230.0,Bus Stop Shelter Placement,7
11230.0,Calorie Labeling,1
11230.0,City Vehicle Placard Complaint,7
11230.0,Collection Truck Noise,6
11230.0,Construction,1
11230.0,Construction Lead Dust,2
11230.0,Construction Safety Enforcement,145
11230.0,Consumer Complaint,422
11230.0,Cranes and Derricks,10
11230.0,Curb Condition,382
11230.0,DOF Property - Payment Issue,60
11230.0,DOOR/WINDOW,1225
11230.0,DPR Internal,1
11230.0,DRIE,48
11230.0,Damaged Tree,1538
11230.0,Day Care,11
11230.0,Dead Tree,68
11230.0,Dead/Dying Tree,365
11230.0,Derelict Bicycle,62
11230.0,Derelict Vehicle,753
11230.0,Derelict Vehicles,947
11230.0,Dirty Conditions,1512
11230.0,Disorderly Youth,6
11230.0,Drinking,25
11230.0,Drinking Water,5
11230.0,Drug Activity,39
11230.0,ELECTRIC,802
11230.0,ELEVATOR,62
11230.0,Electrical,83
11230.0,Electronics Waste Appointment,276
11230.0,Elevator,668
11230.0,Emergency Response Team (ERT),136
11230.0,Executive Inspections,4
11230.0,FLOORING/STAIRS,709
11230.0,Facades,4
11230.0,Food Establishment,250
11230.0,Food Poisoning,73
11230.0,For Hire Vehicle Complaint,134
11230.0,For Hire Vehicle Report,20
11230.0,Found Property,3
11230.0,GENERAL,694
11230.0,General,7
11230.0,General Construction/Plumbing,1502
11230.0,Graffiti,811
11230.0,Green Taxi Complaint,1
11230.0,HEAT/HOT WATER,8383
11230.0,Harboring Bees/Wasps,4
11230.0,Hazardous Materials,59
11230.0,Highway Condition,1
11230.0,Homeless Encampment,44
11230.0,Homeless Person Assistance,214
11230.0,Illegal Animal Kept as Pet,3
11230.0,Illegal Fireworks,10
11230.0,Illegal Parking,9283
11230.0,Illegal Tree Damage,142
11230.0,Indoor Air Quality,166
11230.0,Indoor Sewage,45
11230.0,Industrial Waste,16
11230.0,Investigations and Discipline (IAD),16
11230.0,Lead,325
11230.0,Litter Basket / Request,90
11230.0,Lost Property,1
11230.0,Maintenance or Facility,92
11230.0,Miscellaneous Categories,65
11230.0,Missed Collection,4
11230.0,Missed Collection (All Materials),1772
11230.0,Mobile Food Vendor,25
11230.0,Mold,9
11230.0,Mosquitoes,28
11230.0,Municipal Parking Facility,3
11230.0,New Tree Request,1380
11230.0,Noise,1264
11230.0,Noise - Commercial,513
11230.0,Noise - Helicopter,17
11230.0,Noise - House of Worship,31
11230.0,Noise - Park,59
11230.0,Noise - Residential,5967
11230.0,Noise - Street/Sidewalk,664
11230.0,Noise - Vehicle,480
11230.0,Non-Emergency Police Matter,240
11230.0,Non-Residential Heat,23
11230.0,OUTSIDE BUILDING,35
11230.0,Other Enforcement,257
11230.0,Overflowing Litter Baskets,28
11230.0,Overflowing Recycling Baskets,1
11230.0,Overgrown Tree/Branches,768
11230.0,PAINT/PLASTER,1793
11230.0,PLUMBING,1598
11230.0,Panhandling,3
11230.0,Plant,1
11230.0,Plumbing,136
11230.0,Poison Ivy,1
11230.0,Posting Advertisement,7
11230.0,Public Payphone Complaint,3
11230.0,Quality of Life,6
11230.0,Recycling Enforcement,12
11230.0,Request Large Bulky Item Collection,1705
11230.0,Request Xmas Tree Collection,4
11230.0,Rodent,842
11230.0,Root/Sewer/Sidewalk Condition,367
11230.0,SAFETY,376
11230.0,Safety,10
11230.0,Sanitation Condition,1466
11230.0,Scaffold Safety,7
11230.0,School Maintenance,13
11230.0,Senior Center Complaint,5
11230.0,Sewer,1128
11230.0,Sidewalk Condition,1500
11230.0,Smoking,63
11230.0,Snow,512
11230.0,Snow Removal,1
11230.0,Special Natural Area District (SNAD),2
11230.0,Special Projects Inspection Team (SPIT),126
11230.0,Standing Water,59
11230.0,Street Condition,3040
11230.0,Street Light Condition,701
11230.0,Street Sign - Damaged,382
11230.0,Street Sign - Dangling,139
11230.0,Street Sign - Missing,189
11230.0,Sustainability Enforcement,29
11230.0,Sweeping/Inadequate,30
11230.0,Sweeping/Missed,93
11230.0,Tanning,1
11230.0,Taxi Complaint,76
11230.0,Taxi Report,9
11230.0,Traffic,194
11230.0,Traffic Signal Condition,940
11230.0,UNSANITARY CONDITION,2674
11230.0,Unleashed Dog,32
11230.0,Unlicensed Dog,3
11230.0,Unsanitary Animal Pvt Property,67
11230.0,Unsanitary Condition,46
11230.0,Unsanitary Pigeon Condition,48
11230.0,Urinating in Public,3
11230.0,Vacant Lot,41
11230.0,Vending,33
11230.0,Violation of Park Rules,12
11230.0,WATER LEAK,1171
11230.0,Water Conservation,89
11230.0,Water Quality,52
11230.0,Water System,1655
11231.0,APPLIANCE,71
11231.0,Abandoned Vehicle,105
11231.0,Adopt-A-Basket,4
11231.0,Air Quality,297
11231.0,Animal Abuse,114
11231.0,Animal Facility - No Permit,1
11231.0,Animal in a Park,26
11231.0,Animal-Abuse,23
11231.0,Asbestos,44
11231.0,BEST/Site Safety,43
11231.0,Beach/Pool/Sauna Complaint,1
11231.0,Bike Rack Condition,3
11231.0,Bike/Roller/Skate Chronic,2
11231.0,Blocked Driveway,1012
11231.0,Boilers,40
11231.0,Borough Office,45
11231.0,Broken Muni Meter,103
11231.0,Broken Parking Meter,75
11231.0,Building Marshals office,15
11231.0,Building/Use,221
11231.0,Bus Stop Shelter Complaint,7
11231.0,Bus Stop Shelter Placement,3
11231.0,City Vehicle Placard Complaint,2
11231.0,Collection Truck Noise,4
11231.0,Construction,2
11231.0,Construction Safety Enforcement,124
11231.0,Consumer Complaint,276
11231.0,Cranes and Derricks,6
11231.0,Curb Condition,163
11231.0,DOF Property - Payment Issue,28
11231.0,DOOR/WINDOW,186
11231.0,DPR Internal,24
11231.0,DRIE,3
11231.0,Damaged Tree,666
11231.0,Day Care,6
11231.0,Dead Tree,29
11231.0,Dead/Dying Tree,197
11231.0,Derelict Bicycle,198
11231.0,Derelict Vehicle,366
11231.0,Derelict Vehicles,446
11231.0,Dirty Conditions,705
11231.0,Disorderly Youth,5
11231.0,Drinking,11
11231.0,Drinking Water,2
11231.0,Drug Activity,11
11231.0,ELECTRIC,134
11231.0,ELEVATOR,3
11231.0,Electrical,41
11231.0,Electronics Waste Appointment,135
11231.0,Elevator,41
11231.0,Emergency Response Team (ERT),133
11231.0,Executive Inspections,2
11231.0,FLOORING/STAIRS,154
11231.0,Facades,2
11231.0,Food Establishment,169
11231.0,Food Poisoning,43
11231.0,For Hire Vehicle Complaint,178
11231.0,For Hire Vehicle Report,7
11231.0,Forensic Engineering,2
11231.0,Found Property,4
11231.0,GENERAL,147
11231.0,General Construction/Plumbing,1128
11231.0,Graffiti,512
11231.0,Green Taxi Complaint,6
11231.0,HEAT/HOT WATER,1274
11231.0,Harboring Bees/Wasps,5
11231.0,Hazardous Materials,85
11231.0,Highway Condition,76
11231.0,Homeless Encampment,50
11231.0,Homeless Person Assistance,169
11231.0,Homeless Street Condition,7
11231.0,Illegal Animal Kept as Pet,6
11231.0,Illegal Animal Sold,1
11231.0,Illegal Fireworks,5
11231.0,Illegal Parking,3314
11231.0,Illegal Tree Damage,98
11231.0,Indoor Air Quality,65
11231.0,Indoor Sewage,20
11231.0,Industrial Waste,44
11231.0,Investigations and Discipline (IAD),8
11231.0,Lead,393
11231.0,LinkNYC,2
11231.0,Litter Basket / Request,80
11231.0,Lost Property,13
11231.0,Maintenance or Facility,138
11231.0,Miscellaneous Categories,47
11231.0,Missed Collection,2
11231.0,Missed Collection (All Materials),1485
11231.0,Mobile Food Vendor,16
11231.0,Mold,5
11231.0,Mosquitoes,13
11231.0,Municipal Parking Facility,1
11231.0,New Tree Request,568
11231.0,Noise,1385
11231.0,Noise - Commercial,781
11231.0,Noise - Helicopter,152
11231.0,Noise - House of Worship,10
11231.0,Noise - Park,36
11231.0,Noise - Residential,2302
11231.0,Noise - Street/Sidewalk,735
11231.0,Noise - Vehicle,402
11231.0,Non-Emergency Police Matter,154
11231.0,Non-Residential Heat,23
11231.0,OUTSIDE BUILDING,5
11231.0,Other Enforcement,213
11231.0,Overflowing Litter Baskets,23
11231.0,Overflowing Recycling Baskets,2
11231.0,Overgrown Tree/Branches,221
11231.0,PAINT/PLASTER,323
11231.0,PLUMBING,202
11231.0,Panhandling,6
11231.0,Pet Shop,2
11231.0,Plumbing,79
11231.0,Poison Ivy,6
11231.0,Posting Advertisement,4
11231.0,Public Assembly,1
11231.0,Quality of Life,1
11231.0,Recycling Enforcement,11
11231.0,Request Large Bulky Item Collection,3640
11231.0,Request Xmas Tree Collection,6
11231.0,Rodent,517
11231.0,Root/Sewer/Sidewalk Condition,140
11231.0,SAFETY,76
11231.0,Safety,2
11231.0,Sanitation Condition,869
11231.0,Scaffold Safety,8
11231.0,School Maintenance,17
11231.0,Senior Center Complaint,6
11231.0,Sewer,540
11231.0,Sidewalk Condition,785
11231.0,Smoking,11
11231.0,Snow,191
11231.0,Snow Removal,1
11231.0,Special Operations,1
11231.0,Special Projects Inspection Team (SPIT),74
11231.0,Standing Water,97
11231.0,Street Condition,2336
11231.0,Street Light Condition,1464
11231.0,Street Sign - Damaged,181
11231.0,Street Sign - Dangling,60
11231.0,Street Sign - Missing,133
11231.0,Sustainability Enforcement,48
11231.0,Sweeping/Inadequate,6
11231.0,Sweeping/Missed,26
11231.0,Tattooing,1
11231.0,Taxi Complaint,213
11231.0,Taxi Report,30
11231.0,Traffic,85
11231.0,Traffic Signal Condition,514
11231.0,UNSANITARY CONDITION,442
11231.0,Unleashed Dog,11
11231.0,Unsanitary Animal Facility,1
11231.0,Unsanitary Animal Pvt Property,17
11231.0,Unsanitary Condition,3
11231.0,Unsanitary Pigeon Condition,7
11231.0,Urinating in Public,11
11231.0,Vacant Lot,27
11231.0,Vending,30
11231.0,Violation of Park Rules,13
11231.0,WATER LEAK,189
11231.0,Water Conservation,84
11231.0,Water Quality,13
11231.0,Water System,943
11232.0,APPLIANCE,81
11232.0,Abandoned Vehicle,105
11232.0,Adopt-A-Basket,3
11232.0,Air Quality,146
11232.0,Animal Abuse,85
11232.0,Animal Facility - No Permit,1
11232.0,Animal in a Park,17
11232.0,Animal-Abuse,20
11232.0,Asbestos,17
11232.0,BEST/Site Safety,46
11232.0,Beach/Pool/Sauna Complaint,4
11232.0,Bike Rack Condition,6
11232.0,Bike/Roller/Skate Chronic,8
11232.0,Blocked Driveway,1879
11232.0,Boilers,9
11232.0,Borough Office,50
11232.0,Broken Muni Meter,46
11232.0,Broken Parking Meter,56
11232.0,Building Marshals office,16
11232.0,Building/Use,302
11232.0,Bus Stop Shelter Complaint,2
11232.0,Bus Stop Shelter Placement,3
11232.0,City Vehicle Placard Complaint,4
11232.0,Collection Truck Noise,5
11232.0,Construction Lead Dust,2
11232.0,Construction Safety Enforcement,116
11232.0,Consumer Complaint,303
11232.0,Cranes and Derricks,6
11232.0,Curb Condition,78
11232.0,DOF Property - Payment Issue,21
11232.0,DOOR/WINDOW,289
11232.0,DRIE,3
11232.0,Damaged Tree,287
11232.0,Day Care,5
11232.0,Dead Tree,10
11232.0,Dead/Dying Tree,96
11232.0,Derelict Bicycle,61
11232.0,Derelict Vehicle,243
11232.0,Derelict Vehicles,424
11232.0,Dirty Conditions,440
11232.0,Disorderly Youth,1
11232.0,Drinking,72
11232.0,Drinking Water,3
11232.0,Drug Activity,11
11232.0,ELECTRIC,217
11232.0,ELEVATOR,3
11232.0,Electrical,33
11232.0,Electronics Waste Appointment,109
11232.0,Elevator,92
11232.0,Emergency Response Team (ERT),60
11232.0,Executive Inspections,1
11232.0,FLOORING/STAIRS,221
11232.0,Facades,1
11232.0,Food Establishment,123
11232.0,Food Poisoning,30
11232.0,For Hire Vehicle Complaint,110
11232.0,For Hire Vehicle Report,7
11232.0,GENERAL,220
11232.0,Gas Station Discharge Lines,1
11232.0,General,4
11232.0,General Construction/Plumbing,609
11232.0,Graffiti,860
11232.0,Green Taxi Complaint,1
11232.0,HEAT/HOT WATER,2109
11232.0,Hazardous Materials,66
11232.0,Highway Condition,19
11232.0,Homeless Encampment,43
11232.0,Homeless Person Assistance,220
11232.0,Homeless Street Condition,2
11232.0,Illegal Animal Kept as Pet,5
11232.0,Illegal Animal Sold,1
11232.0,Illegal Parking,2375
11232.0,Illegal Tree Damage,104
11232.0,Indoor Air Quality,24
11232.0,Indoor Sewage,10
11232.0,Industrial Waste,22
11232.0,Internal Code,1
11232.0,Investigations and Discipline (IAD),7
11232.0,Lead,122
11232.0,LinkNYC,6
11232.0,Litter Basket / Request,31
11232.0,Lost Property,4
11232.0,Maintenance or Facility,85
11232.0,Miscellaneous Categories,41
11232.0,Missed Collection,1
11232.0,Missed Collection (All Materials),300
11232.0,Mobile Food Vendor,5
11232.0,Mold,7
11232.0,Mosquitoes,1
11232.0,New Tree Request,304
11232.0,Noise,747
11232.0,Noise - Commercial,566
11232.0,Noise - Helicopter,3
11232.0,Noise - House of Worship,42
11232.0,Noise - Park,250
11232.0,Noise - Residential,2669
11232.0,Noise - Street/Sidewalk,874
11232.0,Noise - Vehicle,353
11232.0,Non-Emergency Police Matter,126
11232.0,Non-Residential Heat,38
11232.0,OUTSIDE BUILDING,10
11232.0,Other Enforcement,112
11232.0,Overflowing Litter Baskets,9
11232.0,Overgrown Tree/Branches,106
11232.0,PAINT/PLASTER,451
11232.0,PLUMBING,375
11232.0,Panhandling,1
11232.0,Pet Shop,1
11232.0,Plumbing,87
11232.0,Poison Ivy,2
11232.0,Posting Advertisement,4
11232.0,Public Payphone Complaint,3
11232.0,Quality of Life,1
11232.0,Recycling Enforcement,6
11232.0,Request Large Bulky Item Collection,630
11232.0,Request Xmas Tree Collection,2
11232.0,Rodent,322
11232.0,Root/Sewer/Sidewalk Condition,39
11232.0,SAFETY,74
11232.0,Safety,2
11232.0,Sanitation Condition,530
11232.0,Scaffold Safety,2
11232.0,School Maintenance,34
11232.0,Sewer,327
11232.0,Sidewalk Condition,412
11232.0,Smoking,23
11232.0,Snow,94
11232.0,Special Projects Inspection Team (SPIT),92
11232.0,Standing Water,21
11232.0,Street Condition,2543
11232.0,Street Light Condition,1562
11232.0,Street Sign - Damaged,94
11232.0,Street Sign - Dangling,63
11232.0,Street Sign - Missing,82
11232.0,Sustainability Enforcement,33
11232.0,Sweeping/Inadequate,3
11232.0,Sweeping/Missed,8
11232.0,Taxi Complaint,62
11232.0,Taxi Report,13
11232.0,Traffic,49
11232.0,Traffic Signal Condition,1171
11232.0,Trans Fat,1
11232.0,Transportation Provider Complaint,1
11232.0,UNSANITARY CONDITION,690
11232.0,Unleashed Dog,6
11232.0,Unsanitary Animal Facility,1
11232.0,Unsanitary Animal Pvt Property,24
11232.0,Unsanitary Condition,16
11232.0,Unsanitary Pigeon Condition,5
11232.0,Urinating in Public,3
11232.0,Vacant Lot,11
11232.0,Vending,39
11232.0,Violation of Park Rules,12
11232.0,WATER LEAK,296
11232.0,Water Conservation,64
11232.0,Water Quality,20
11232.0,Water System,804
11232.0,Window Guard,2
11233.0,APPLIANCE,814
11233.0,Abandoned Vehicle,219
11233.0,Adopt-A-Basket,4
11233.0,Advocate - Lien,1
11233.0,Air Quality,123
11233.0,Animal Abuse,364
11233.0,Animal Facility - No Permit,2
11233.0,Animal in a Park,23
11233.0,Animal-Abuse,70
11233.0,Asbestos,52
11233.0,BEST/Site Safety,42
11233.0,Bike Rack Condition,1
11233.0,Bike/Roller/Skate Chronic,11
11233.0,Blocked Driveway,4170
11233.0,Boilers,92
11233.0,Borough Office,85
11233.0,Broken Muni Meter,5
11233.0,Broken Parking Meter,5
11233.0,Building Marshals office,50
11233.0,Building/Use,658
11233.0,Bus Stop Shelter Complaint,63
11233.0,Bus Stop Shelter Placement,1
11233.0,City Vehicle Placard Complaint,3
11233.0,Construction,1
11233.0,Construction Lead Dust,4
11233.0,Construction Safety Enforcement,151
11233.0,Consumer Complaint,344
11233.0,Cranes and Derricks,4
11233.0,Curb Condition,92
11233.0,DOF Property - Payment Issue,48
11233.0,DOOR/WINDOW,2168
11233.0,DPR Internal,1
11233.0,DRIE,26
11233.0,Damaged Tree,512
11233.0,Day Care,13
11233.0,Dead Tree,18
11233.0,Dead/Dying Tree,149
11233.0,Derelict Bicycle,31
11233.0,Derelict Vehicle,539
11233.0,Derelict Vehicles,1730
11233.0,Dirty Conditions,1332
11233.0,Disorderly Youth,4
11233.0,Drinking,39
11233.0,Drinking Water,6
11233.0,Drug Activity,45
11233.0,ELECTRIC,1702
11233.0,ELEVATOR,12
11233.0,Electrical,130
11233.0,Electronics Waste,264
11233.0,Electronics Waste Appointment,380
11233.0,Elevator,215
11233.0,Emergency Response Team (ERT),102
11233.0,Executive Inspections,9
11233.0,FLOORING/STAIRS,1216
11233.0,Facades,3
11233.0,Food Establishment,201
11233.0,Food Poisoning,65
11233.0,For Hire Vehicle Complaint,105
11233.0,For Hire Vehicle Report,5
11233.0,Found Property,2
11233.0,GENERAL,1296
11233.0,General,12
11233.0,General Construction/Plumbing,1667
11233.0,Graffiti,756
11233.0,Green Taxi Complaint,1
11233.0,HEAT/HOT WATER,11246
11233.0,Harboring Bees/Wasps,5
11233.0,Hazardous Materials,67
11233.0,Highway Condition,3
11233.0,Homeless Encampment,90
11233.0,Homeless Person Assistance,198
11233.0,Illegal Animal Kept as Pet,3
11233.0,Illegal Animal Sold,3
11233.0,Illegal Fireworks,11
11233.0,Illegal Parking,3356
11233.0,Illegal Tree Damage,57
11233.0,Indoor Air Quality,168
11233.0,Indoor Sewage,98
11233.0,Industrial Waste,24
11233.0,Investigations and Discipline (IAD),25
11233.0,Lead,286
11233.0,LinkNYC,3
11233.0,Litter Basket / Request,130
11233.0,Lost Property,4
11233.0,Maintenance or Facility,116
11233.0,Miscellaneous Categories,133
11233.0,Missed Collection,6
11233.0,Missed Collection (All Materials),1069
11233.0,Mobile Food Vendor,2
11233.0,Mold,13
11233.0,Mosquitoes,24
11233.0,New Tree Request,491
11233.0,Noise,860
11233.0,Noise - Commercial,688
11233.0,Noise - Helicopter,17
11233.0,Noise - House of Worship,27
11233.0,Noise - Park,56
11233.0,Noise - Residential,8838
11233.0,Noise - Street/Sidewalk,3220
11233.0,Noise - Vehicle,815
11233.0,Non-Emergency Police Matter,216
11233.0,Non-Residential Heat,36
11233.0,OUTSIDE BUILDING,73
11233.0,Other Enforcement,188
11233.0,Overflowing Litter Baskets,12
11233.0,Overgrown Tree/Branches,373
11233.0,PAINT/PLASTER,2869
11233.0,PLUMBING,2835
11233.0,Panhandling,20
11233.0,Plumbing,282
11233.0,Poison Ivy,3
11233.0,Posting Advertisement,1
11233.0,Public Assembly,2
11233.0,Public Payphone Complaint,2
11233.0,Public Toilet,1
11233.0,Quality of Life,13
11233.0,Recycling Enforcement,15
11233.0,Request Large Bulky Item Collection,2010
11233.0,Request Xmas Tree Collection,3
11233.0,Rodent,1912
11233.0,Root/Sewer/Sidewalk Condition,279
11233.0,SAFETY,607
11233.0,Safety,1
11233.0,Sanitation Condition,1141
11233.0,Scaffold Safety,4
11233.0,School Maintenance,60
11233.0,Senior Center Complaint,5
11233.0,Sewer,818
11233.0,Sidewalk Condition,952
11233.0,Smoking,27
11233.0,Snow,212
11233.0,Snow Removal,1
11233.0,Special Operations,9
11233.0,Special Projects Inspection Team (SPIT),101
11233.0,Standing Water,105
11233.0,Street Condition,2069
11233.0,Street Light Condition,1750
11233.0,Street Sign - Damaged,201
11233.0,Street Sign - Dangling,46
11233.0,Street Sign - Missing,162
11233.0,Sustainability Enforcement,51
11233.0,Sweeping/Inadequate,11
11233.0,Sweeping/Missed,16
11233.0,Taxi Complaint,143
11233.0,Taxi Report,10
11233.0,Traffic,77
11233.0,Traffic Signal Condition,1093
11233.0,UNSANITARY CONDITION,4279
11233.0,Unleashed Dog,15
11233.0,Unsanitary Animal Facility,1
11233.0,Unsanitary Animal Pvt Property,87
11233.0,Unsanitary Condition,73
11233.0,Unsanitary Pigeon Condition,23
11233.0,Urinating in Public,25
11233.0,Vacant Lot,221
11233.0,Vending,13
11233.0,Violation of Park Rules,9
11233.0,WATER LEAK,2018
11233.0,Water Conservation,147
11233.0,Water Quality,40
11233.0,Water System,1991
11234.0,APPLIANCE,145
11234.0,Abandoned Vehicle,1362
11234.0,Adopt-A-Basket,2
11234.0,Air Quality,375
11234.0,Animal Abuse,351
11234.0,Animal Facility - No Permit,4
11234.0,Animal in a Park,43
11234.0,Animal-Abuse,43
11234.0,Asbestos,36
11234.0,BEST/Site Safety,29
11234.0,Beach/Pool/Sauna Complaint,11
11234.0,Bike/Roller/Skate Chronic,7
11234.0,Blocked Driveway,7359
11234.0,Boilers,44
11234.0,Borough Office,49
11234.0,Bottled Water,1
11234.0,Bridge Condition,9
11234.0,Broken Muni Meter,194
11234.0,Broken Parking Meter,129
11234.0,Building Marshals office,20
11234.0,Building/Use,1174
11234.0,Bus Stop Shelter Complaint,46
11234.0,Bus Stop Shelter Placement,16
11234.0,City Vehicle Placard Complaint,4
11234.0,Collection Truck Noise,3
11234.0,Construction,1
11234.0,Construction Safety Enforcement,49
11234.0,Consumer Complaint,809
11234.0,Cranes and Derricks,5
11234.0,Curb Condition,323
11234.0,DOF Property - Payment Issue,153
11234.0,DOOR/WINDOW,332
11234.0,DPR Internal,6
11234.0,DRIE,5
11234.0,Damaged Tree,2270
11234.0,Day Care,15
11234.0,Dead Tree,131
11234.0,Dead/Dying Tree,553
11234.0,Derelict Bicycle,13
11234.0,Derelict Vehicle,4568
11234.0,Derelict Vehicles,5689
11234.0,Dirty Conditions,1507
11234.0,Disorderly Youth,4
11234.0,Drinking,11
11234.0,Drinking Water,2
11234.0,Drug Activity,44
11234.0,ELECTRIC,513
11234.0,ELEVATOR,7
11234.0,Electrical,104
11234.0,Electronics Waste Appointment,752
11234.0,Elevator,86
11234.0,Emergency Response Team (ERT),70
11234.0,Executive Inspections,15
11234.0,FATF,1
11234.0,FLOORING/STAIRS,166
11234.0,Facades,4
11234.0,Food Establishment,239
11234.0,Food Poisoning,52
11234.0,For Hire Vehicle Complaint,116
11234.0,For Hire Vehicle Report,10
11234.0,GENERAL,251
11234.0,General,3
11234.0,General Construction/Plumbing,1119
11234.0,Graffiti,389
11234.0,HEAT/HOT WATER,2066
11234.0,Harboring Bees/Wasps,11
11234.0,Hazardous Materials,132
11234.0,Highway Condition,155
11234.0,Highway Sign - Dangling,1
11234.0,Homeless Encampment,30
11234.0,Homeless Person Assistance,138
11234.0,Homeless Street Condition,1
11234.0,Illegal Animal Kept as Pet,14
11234.0,Illegal Animal Sold,1
11234.0,Illegal Fireworks,13
11234.0,Illegal Parking,9259
11234.0,Illegal Tree Damage,148
11234.0,Indoor Air Quality,83
11234.0,Indoor Sewage,48
11234.0,Industrial Waste,55
11234.0,Investigations and Discipline (IAD),11
11234.0,Lead,199
11234.0,Lifeguard,1
11234.0,Litter Basket / Request,70
11234.0,Lost Property,1
11234.0,Maintenance or Facility,285
11234.0,Miscellaneous Categories,60
11234.0,Missed Collection,3
11234.0,Missed Collection (All Materials),1898
11234.0,Mobile Food Vendor,6
11234.0,Mold,21
11234.0,Mosquitoes,36
11234.0,New Tree Request,627
11234.0,Noise,850
11234.0,Noise - Commercial,996
11234.0,Noise - Helicopter,43
11234.0,Noise - House of Worship,16
11234.0,Noise - Park,37
11234.0,Noise - Residential,4702
11234.0,Noise - Street/Sidewalk,753
11234.0,Noise - Vehicle,474
11234.0,Non-Emergency Police Matter,466
11234.0,Non-Residential Heat,28
11234.0,OUTSIDE BUILDING,21
11234.0,Other Enforcement,261
11234.0,Overflowing Litter Baskets,39
11234.0,Overflowing Recycling Baskets,2
11234.0,Overgrown Tree/Branches,1709
11234.0,PAINT/PLASTER,576
11234.0,PLUMBING,530
11234.0,Panhandling,5
11234.0,Pet Shop,7
11234.0,Plant,3
11234.0,Plumbing,196
11234.0,Poison Ivy,9
11234.0,Posting Advertisement,9
11234.0,Public Toilet,4
11234.0,Quality of Life,2
11234.0,Recycling Enforcement,25
11234.0,Request Large Bulky Item Collection,2558
11234.0,Request Xmas Tree Collection,28
11234.0,Rodent,716
11234.0,Root/Sewer/Sidewalk Condition,1033
11234.0,SAFETY,134
11234.0,Safety,2
11234.0,Sanitation Condition,1575
11234.0,School Maintenance,60
11234.0,Senior Center Complaint,10
11234.0,Sewer,2247
11234.0,Sidewalk Condition,1717
11234.0,Smoking,12
11234.0,Snow,331
11234.0,Snow Removal,3
11234.0,Special Natural Area District (SNAD),3
11234.0,Special Projects Inspection Team (SPIT),57
11234.0,Standing Water,230
11234.0,Street Condition,4098
11234.0,Street Light Condition,1463
11234.0,Street Sign - Damaged,253
11234.0,Street Sign - Dangling,130
11234.0,Street Sign - Missing,239
11234.0,Sustainability Enforcement,25
11234.0,Sweeping/Inadequate,31
11234.0,Sweeping/Missed,80
11234.0,Taxi Complaint,72
11234.0,Taxi Report,2
11234.0,Traffic,156
11234.0,Traffic Signal Condition,1181
11234.0,Transportation Provider Complaint,2
11234.0,UNSANITARY CONDITION,1087
11234.0,Unleashed Dog,34
11234.0,Unlicensed Dog,2
11234.0,Unsanitary Animal Facility,7
11234.0,Unsanitary Animal Pvt Property,140
11234.0,Unsanitary Condition,16
11234.0,Unsanitary Pigeon Condition,25
11234.0,Urinating in Public,11
11234.0,Vacant Lot,96
11234.0,Vending,33
11234.0,Violation of Park Rules,11
11234.0,WATER LEAK,412
11234.0,Water Conservation,201
11234.0,Water Quality,72
11234.0,Water System,2819
11235.0,APPLIANCE,242
11235.0,ATF,2
11235.0,Abandoned Vehicle,371
11235.0,Adopt-A-Basket,3
11235.0,Air Quality,251
11235.0,Animal Abuse,271
11235.0,Animal Facility - No Permit,2
11235.0,Animal in a Park,13
11235.0,Animal-Abuse,46
11235.0,Asbestos,38
11235.0,BEST/Site Safety,108
11235.0,Beach/Pool/Sauna Complaint,31
11235.0,Bike/Roller/Skate Chronic,18
11235.0,Blocked Driveway,6179
11235.0,Boilers,66
11235.0,Borough Office,79
11235.0,Broken Muni Meter,439
11235.0,Broken Parking Meter,355
11235.0,Building Marshals office,47
11235.0,Building/Use,978
11235.0,Bus Stop Shelter Complaint,78
11235.0,Bus Stop Shelter Placement,6
11235.0,City Vehicle Placard Complaint,9
11235.0,Collection Truck Noise,5
11235.0,Construction,3
11235.0,Construction Lead Dust,3
11235.0,Construction Safety Enforcement,128
11235.0,Consumer Complaint,794
11235.0,Cranes and Derricks,3
11235.0,Curb Condition,285
11235.0,DOF Property - Payment Issue,86
11235.0,DOOR/WINDOW,769
11235.0,DPR Internal,10
11235.0,DRIE,41
11235.0,Damaged Tree,824
11235.0,Day Care,19
11235.0,Dead Tree,91
11235.0,Dead/Dying Tree,274
11235.0,Derelict Bicycle,19
11235.0,Derelict Vehicle,1471
11235.0,Derelict Vehicles,1128
11235.0,Dirty Conditions,1335
11235.0,Disorderly Youth,5
11235.0,Drinking,30
11235.0,Drinking Water,6
11235.0,Drug Activity,49
11235.0,ELECTRIC,548
11235.0,ELEVATOR,67
